[2025-10-31 09:10:12:686] [9:10:12] 正在启动游戏客户端控制器...
[2025-10-31 09:10:12:687] [9:10:12] 游戏控制台启动完成...

[2025-10-31 09:10:17:059] [9:10:17] 正在启动数据库服务器...
[2025-10-31 09:10:19:141] [9:10:18] 数据库服务器启动完成...
[2025-10-31 09:10:19:488] [9:10:19] 正在启动游戏主程序...

[2025-10-31 09:10:28:801] [9:10:28] 游戏主程序启动完成...
[2025-10-31 09:10:28:893] [9:10:28] 正在启动游戏网关[7001]...
[2025-10-31 09:10:28:895] [9:10:28] 游戏网关启动完成[7001]...
[2025-10-31 09:10:29:104] [9:10:29] 正在启动登录网关[7000]...

[2025-10-31 11:09:39:933] [11:09:39] 正在开始停止服务器...
[2025-10-31 11:09:41:041] [11:09:40] 登录网关已停止...
[2025-10-31 11:09:41:042] [11:09:41] 游戏网关一已停止...

[2025-10-31 11:09:42:932] [11:09:42] 游戏引擎主程序已停止...

[2025-10-31 11:09:54:251] [11:09:53] 游戏数据库服务器已停止...

[2025-10-31 11:10:55:605] [11:10:55] 正在启动数据库服务器...

[2025-10-31 11:10:57:368] [11:10:57] 数据库服务器启动完成...
[2025-10-31 11:10:57:693] [11:10:57] 正在启动游戏主程序...

[2025-10-31 11:11:05:682] [11:11:05] 游戏主程序启动完成...
[2025-10-31 11:11:05:999] [11:11:05] 正在启动游戏网关[7001]...
[2025-10-31 11:11:06:002] [11:11:05] 游戏网关启动完成[7001]...
[2025-10-31 11:11:06:217] [11:11:06] 正在启动登录网关[7000]...

[2025-10-31 12:47:02:215] [12:47:02] 正在开始停止服务器...
[2025-10-31 12:47:03:233] [12:47:03] 登录网关已停止...
[2025-10-31 12:47:03:234] [12:47:03] 游戏网关一已停止...

[2025-10-31 12:47:07:145] [12:47:07] 游戏引擎主程序已停止...

[2025-10-31 12:47:18:434] [12:47:18] 游戏数据库服务器已停止...

[2025-10-31 12:48:09:415] [12:48:09] 正在启动数据库服务器...
[2025-10-31 12:48:10:742] [12:48:10] 数据库服务器启动完成...
[2025-10-31 12:48:11:068] [12:48:10] 正在启动游戏主程序...

[2025-10-31 12:48:19:051] [12:48:19] 游戏主程序启动完成...
[2025-10-31 12:48:19:375] [12:48:19] 正在启动游戏网关[7001]...
[2025-10-31 12:48:19:380] [12:48:19] 游戏网关启动完成[7001]...
[2025-10-31 12:48:19:603] [12:48:19] 正在启动登录网关[7000]...

[2025-10-31 15:42:10:881] [15:42:10] 正在开始停止服务器...
[2025-10-31 15:42:11:926] [15:42:11] 登录网关已停止...
[2025-10-31 15:42:11:926] [15:42:11] 游戏网关一已停止...

[2025-10-31 15:42:16:355] [15:42:16] 游戏引擎主程序已停止...

[2025-10-31 15:42:27:628] [15:42:27] 游戏数据库服务器已停止...

[2025-10-31 15:42:46:108] [15:42:46] 正在启动数据库服务器...

[2025-10-31 15:42:47:856] [15:42:47] 数据库服务器启动完成...
[2025-10-31 15:42:48:183] [15:42:48] 正在启动游戏主程序...

[2025-10-31 15:42:56:168] [15:42:56] 游戏主程序启动完成...
[2025-10-31 15:42:56:497] [15:42:56] 正在启动游戏网关[7001]...
[2025-10-31 15:42:56:498] [15:42:56] 游戏网关启动完成[7001]...
[2025-10-31 15:42:56:714] [15:42:56] 正在启动登录网关[7000]...

[2025-11-01 04:11:07:866] [4:11:07] 游戏引擎服务器心跳中断，已被重新启动...
[2025-11-01 04:11:08:954] [4:11:08] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:11:09:842] [4:11:09] 游戏引擎服务器异常关闭，已被重新启动...
[2025-11-01 04:11:10:159] [4:11:10] 正在启动游戏主程序...
[2025-11-01 04:11:11:041] [4:11:10] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:11:13:004] [4:11:12] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:11:14:980] [4:11:14] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:11:17:063] [4:11:16] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:11:19:021] [4:11:19] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:11:21:100] [4:11:21] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:11:23:083] [4:11:23] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:11:25:154] [4:11:25] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:11:27:123] [4:11:27] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:11:29:084] [4:11:29] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:11:31:163] [4:11:31] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:11:33:132] [4:11:33] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:11:35:205] [4:11:35] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:11:37:188] [4:11:37] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:11:39:266] [4:11:39] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:11:41:243] [4:11:41] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:11:43:301] [4:11:43] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:11:45:278] [4:11:45] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:11:47:238] [4:11:47] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:11:49:318] [4:11:49] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:11:51:301] [4:11:51] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:11:53:366] [4:11:53] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:11:55:341] [4:11:55] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:11:57:311] [4:11:57] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:11:59:385] [4:11:59] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:12:01:355] [4:12:01] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:12:03:427] [4:12:03] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:12:05:393] [4:12:05] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:12:07:477] [4:12:07] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:12:09:441] [4:12:09] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:12:11:416] [4:12:11] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:12:13:487] [4:12:13] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:12:15:462] [4:12:15] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:12:17:540] [4:12:17] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:12:19:506] [4:12:19] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:12:21:596] [4:12:21] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:12:23:559] [4:12:23] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:12:25:524] [4:12:25] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:12:27:590] [4:12:27] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:12:29:560] [4:12:29] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:12:31:655] [4:12:31] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:12:33:636] [4:12:33] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:12:35:594] [4:12:35] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:12:37:683] [4:12:37] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:12:39:644] [4:12:39] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:12:41:721] [4:12:41] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:12:43:688] [4:12:43] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:12:45:786] [4:12:45] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:12:47:744] [4:12:47] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:12:49:703] [4:12:49] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:12:51:785] [4:12:51] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:12:53:751] [4:12:53] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:12:55:831] [4:12:55] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:12:57:807] [4:12:57] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:12:59:893] [4:12:59] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:13:01:844] [4:13:01] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:13:03:815] [4:13:03] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:13:05:891] [4:13:05] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:13:07:869] [4:13:07] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:13:09:942] [4:13:09] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:13:11:914] [4:13:11] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:13:13:993] [4:13:13] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:13:15:965] [4:13:15] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:13:17:938] [4:13:17] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:13:20:006] [4:13:19] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:13:21:973] [4:13:21] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:13:24:044] [4:13:23] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:13:26:022] [4:13:25] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:13:28:103] [4:13:28] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:13:30:071] [4:13:30] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:13:32:137] [4:13:32] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:13:34:118] [4:13:34] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:13:36:099] [4:13:36] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:13:38:173] [4:13:38] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:13:40:142] [4:13:40] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:13:42:120] [4:13:42] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:13:44:197] [4:13:44] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:13:46:162] [4:13:46] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:13:48:245] [4:13:48] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:13:50:201] [4:13:50] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:13:52:292] [4:13:52] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:13:54:252] [4:13:54] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:13:56:223] [4:13:56] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:13:58:300] [4:13:58] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:14:00:266] [4:14:00] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:14:02:354] [4:14:02] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:14:04:322] [4:14:04] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:14:06:397] [4:14:06] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:14:08:368] [4:14:08] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:14:10:345] [4:14:10] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:14:12:428] [4:14:12] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:14:14:397] [4:14:14] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:14:16:475] [4:14:16] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:14:18:461] [4:14:18] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:14:20:419] [4:14:20] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:14:22:510] [4:14:22] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:14:24:479] [4:14:24] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:14:26:545] [4:14:26] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:14:28:525] [4:14:28] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:14:30:488] [4:14:30] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:14:32:569] [4:14:32] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:14:34:532] [4:14:34] RunGate(331798, 7001) Connect Fail
[2025-11-01 04:14:36:606] [4:14:36] RunGate(331798, 7001) Connect Fail

[2025-11-01 04:14:38:587] [4:14:38] RunGate(331798, 7001) Connect Fail
